"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Postsecondary
Readiness",,"US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
57914,MESQUITE ISD,57914001,MESQUITE H S,REGION 10: RICHARDSON,DALLAS,High School,09-דצמ,No,No,"2,387",84.10%,24.30%,C,77,C,73,C,76,C,74,C,76,B,80,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914002,NORTH MESQUITE H S,REGION 10: RICHARDSON,DALLAS,High School,09-דצמ,No,No,"2,084",84.80%,30.30%,B,80,C,75,C,79,C,72,C,79,B,83,,,Earned,Earned,Earned,Not Earned,Not Earned,Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914003,WEST MESQUITE H S,REGION 10: RICHARDSON,DALLAS,High School,09-דצמ,No,No,"2,169",86.50%,31.60%,C,77,C,70,C,75,D,67,C,75,B,80,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,,32,32,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914004,POTEET H S,REGION 10: RICHARDSON,DALLAS,High School,09-דצמ,No,No,"1,587",71.10%,14.90%,B,84,B,80,B,83,C,74,B,83,B,85,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,,5,5,113,113,2,2,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914005,HORN H S,REGION 10: RICHARDSON,DALLAS,High School,09-דצמ,No,No,"3,028",74.10%,21.60%,C,77,C,73,C,78,C,75,C,78,C,73,,,Not Earned,Earned,Not Earned,Not Earned,Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914006,VROONLAND - VANGUARD H S,REGION 10: RICHARDSON,DALLAS,High School,09-נוב,No,No,"1,173",78.90%,23.60%,A,92,A,91,A,92,B,81,A,92,A,91,,,Earned,Earned,Earned,Earned,Earned,Earned,,32,32,113,113,16,16,SELECTIVE ENROL SCHL-CRITERIA-BASED
57914,MESQUITE ISD,57914007,PASS LEARNING CTR,REGION 10: RICHARDSON,DALLAS,High School,08-נוב,No,No,7,42.90%,28.60%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,33,33,100,100,23,23,SPECIAL ASSIGNMENT SCHOOL
57914,MESQUITE ISD,57914041,AGNEW MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,"1,132",81.70%,29.20%,B,80,C,73,B,82,C,73,B,82,C,75,,,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914042,VANSTON MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,827,86.80%,47%,C,76,C,71,B,81,D,64,B,81,D,65,,,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914043,WILKINSON MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,702,90%,37.30%,B,80,C,74,B,85,D,62,B,85,D,67,,,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914044,MCDONALD MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,786,86%,41.90%,B,81,C,73,B,83,C,78,B,83,C,75,,,Not Earned,Earned,Not Earned,Not Earned,Earned,Not Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914045,NEW MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,731,88.60%,47.20%,B,80,C,73,B,83,C,75,B,83,C,74,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,,32,32,110,110,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914046,KIMBROUGH MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,"1,176",73.80%,26%,B,85,C,79,B,88,C,78,B,88,C,78,,,Not Earned,Earned,Earned,Not Earned,Earned,Earned,,5,5,113,113,2,2,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914047,BERRY MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,579,76%,18.50%,C,78,C,73,B,81,C,79,B,81,C,72,,,Not Earned,Earned,Not Earned,Not Earned,Earned,Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914048,TERRY MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,"1,049",82%,25.70%,D,69,D,65,C,72,D,67,C,72,D,63,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914049,LANNY FRASIER MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,"1,050",85.30%,40.70%,B,83,C,75,B,85,C,73,B,85,C,77,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,,32,32,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914050,DR DON WOOLLEY MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,06-אוג,No,No,916,82.10%,47.80%,C,77,C,72,B,81,D,62,B,81,D,67,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914101,BLACK EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,627,87.60%,35.10%,D,69,D,69,C,75,D,60,C,75,D,62,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914102,FLORENCE EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,456,88.40%,46.30%,C,78,C,72,B,80,C,71,B,80,C,72,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914103,GALLOWAY EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,439,86.60%,46.90%,C,76,C,71,C,78,C,71,C,78,C,72,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914104,HANBY EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,756,90.30%,42.30%,C,78,C,73,B,82,D,65,B,82,D,69,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914105,HODGES EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,552,88.80%,55.60%,C,76,F,59,C,76,C,76,D,63,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,32,32,110,110,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914106,MCWHORTER EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,516,93.20%,51.90%,B,80,C,72,B,81,D,69,B,81,C,76,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,,32,32,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914107,MOTLEY EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,241,90%,57.30%,B,89,B,83,A,90,C,76,A,90,B,86,,,Earned,Earned,Earned,,Not Earned,Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914108,RANGE EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,597,88.40%,47.20%,C,74,D,69,C,75,C,73,C,75,C,72,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914109,RUGEL EL,REGION 10: RICHARDSON,DALLAS,Elementary,KG - 05,No,No,331,79.80%,13.60%,C,74,D,67,C,75,C,75,C,70,C,70,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914110,RUTHERFORD EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,729,78.10%,40.70%,B,86,C,78,B,85,C,78,B,85,B,87,,,Not Earned,Earned,Not Earned,,Not Earned,Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914111,SHANDS EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,551,88.90%,47.20%,C,74,D,67,C,74,D,69,C,74,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914112,TISINGER EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,654,92.20%,34.30%,C,72,D,65,C,72,C,70,C,72,C,73,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914113,TOSCH EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,604,86.10%,42.90%,C,76,C,70,C,76,C,75,C,76,C,75,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914114,SEABOURN EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,660,90.20%,54.50%,B,85,C,76,B,85,B,83,B,85,B,85,,,Earned,Earned,Not Earned,,Earned,Earned,,32,32,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914115,LAWRENCE EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,259,88.40%,51.70%,A,92,B,83,A,92,A,92,A,90,A,92,,,Earned,Earned,Earned,,Earned,Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914116,FLOYD EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,443,96.60%,58.50%,B,80,D,69,B,82,B,82,C,76,C,76,Targeted Support,,Not Earned,Not Earned,Earned,,Earned,Not Earned,,32,32,110,110,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914117,PORTER EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,413,83.10%,51.60%,B,80,C,74,B,82,D,63,B,82,C,75,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,,5,5,113,113,2,2,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914118,MCKENZIE EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,396,89.10%,35.90%,B,89,C,77,B,89,B,89,B,86,A,90,,,Earned,Earned,Not Earned,,Earned,Earned,,5,5,107,107,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914119,BEASLEY EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,354,71.50%,13.60%,C,70,C,70,C,72,C,71,C,72,D,64,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,2,2,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914120,PRICE EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,353,88.40%,14.20%,D,69,D,67,C,74,D,65,C,74,D,64,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,2,2,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914121,SHAW EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,499,83.80%,30.90%,B,83,C,71,B,85,B,85,C,77,C,77,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,,5,5,113,113,2,2,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914122,KIMBALL EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,214,77.10%,20.10%,B,82,C,78,B,85,C,73,B,85,C,75,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,,5,5,113,113,2,2,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914123,PIRRUNG EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,446,78.70%,10.30%,D,62,F,59,D,60,D,60,D,60,D,65,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914124,CANNADAY EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,550,88%,38.50%,C,78,D,69,C,79,C,79,C,75,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914125,AUSTIN EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,321,71.30%,12.80%,B,81,C,73,B,82,B,82,C,78,C,78,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,,5,5,113,113,2,2,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914126,MOSS EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,354,84.20%,9.60%,D,61,F,59,D,62,F,59,D,62,D,60,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914127,THOMPSON EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,608,84.70%,6.60%,D,61,F,56,D,60,D,60,F,57,D,64,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914128,GRAY EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,429,90.20%,45.20%,B,82,C,72,B,80,C,78,B,80,B,85,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,32,32,110,110,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914129,SMITH EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,582,75.90%,30.80%,C,72,D,67,C,73,C,73,C,70,C,71,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914130,GENTRY EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,637,78.80%,25.70%,C,71,C,70,C,74,D,68,C,74,D,65,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,32,32,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914131,MACKEY EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,692,88.40%,49.70%,D,67,F,59,D,65,D,65,D,63,C,72,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,32,32,110,110,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914132,ACHZIGER EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 05,No,No,846,75.40%,40.30%,D,69,D,69,C,72,D,60,C,72,D,63,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,5,5,113,113,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57914,MESQUITE ISD,57914133,DR LINDA HENRIE EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,No,851,92.10%,69.40%,C,73,D,65,C,75,C,75,C,72,D,67,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,30,30,110,110,16,16,ZONED SCHOOL-TRANSFERS ACCEPTED
57916,RICHARDSON ISD,,,REGION 10: RICHARDSON,DALLAS,District,,No,No,"37,154",57.10%,30.40%,C,75,C,75,C,76,C,75,C,76,C,71,,,,,,,,Not Earned,,,,,,,,
57916,RICHARDSON ISD,57916002,LAKE HIGHLANDS H S,REGION 10: RICHARDSON,DALLAS,High School,09-דצמ,No,No,"2,893",57%,22.40%,C,72,D,69,C,75,C,75,C,73,D,65,Additional Targeted Support,,Earned,Earned,Not Earned,Earned,Not Earned,Not Earned,,24,24,108,108,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916003,RICHARDSON H S,REGION 10: RICHARDSON,DALLAS,High School,09-דצמ,No,No,"2,771",53.90%,21.80%,C,70,C,74,C,77,C,77,C,77,F,55,,,Earned,Earned,Earned,Earned,Earned,Not Earned,,24,24,112,112,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916004,PEARCE H S,REGION 10: RICHARDSON,DALLAS,High School,09-דצמ,No,No,"2,443",37.40%,23.70%,C,72,C,75,C,75,C,72,C,75,D,66,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,,24,24,112,112,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916005,BERKNER H S,REGION 10: RICHARDSON,DALLAS,High School,09-דצמ,No,No,"2,289",64%,21.70%,C,70,D,66,C,70,C,70,D,69,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,32,32,102,102,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916006,CHRISTA MCAULIFFE LEARNING CENTER,REGION 10: RICHARDSON,DALLAS,Elem/Secondary,02-דצמ,No,No,140,81.40%,33.60%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,32,32,102,102,16,16,SPECIAL ASSIGNMENT SCHOOL
57916,RICHARDSON ISD,57916008,P A S S LEARNING CTR,REGION 10: RICHARDSON,DALLAS,Elem/Secondary,04-דצמ,No,No,14,78.60%,57.10%,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,33,33,100,100,23,23,SPECIAL ASSIGNMENT SCHOOL
57916,RICHARDSON ISD,57916042,LAKE HIGHLANDS J H,REGION 10: RICHARDSON,DALLAS,Middle School,07-אוג,No,No,822,48.70%,22.40%,B,80,B,82,B,81,C,79,B,81,C,76,Targeted Support,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,,24,24,108,108,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916044,RICHARDSON WEST TECHNOLOGY AND ARTS MAGNET,REGION 10: RICHARDSON,DALLAS,Middle School,07-אוג,No,No,780,50.60%,29.60%,A,90,B,89,A,90,B,83,A,90,A,91,,,Earned,Earned,Earned,Earned,Earned,Earned,,24,24,112,112,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916045,RICHARDSON NORTH J H,REGION 10: RICHARDSON,DALLAS,Middle School,07-אוג,No,No,592,40.70%,29.20%,B,88,B,87,B,83,B,81,B,83,B,89,,,Earned,Earned,Earned,Earned,Not Earned,Earned,,24,24,112,112,2,2,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916047,FOREST MEADOW J H,REGION 10: RICHARDSON,DALLAS,Middle School,07-אוג,No,No,750,72%,33.10%,C,79,C,76,B,83,C,78,B,83,C,71,,,Earned,Not Earned,Earned,Earned,Earned,Not Earned,,32,32,102,102,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916048,WESTWOOD MATH SCIENCE LEADERSHIP MAGNET,REGION 10: RICHARDSON,DALLAS,Middle School,07-אוג,No,No,651,60.10%,26.10%,B,86,B,85,B,89,C,79,B,89,B,80,,,Earned,Not Earned,Earned,Earned,Not Earned,Earned,,24,24,112,112,12,12,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916049,LIBERTY J H,REGION 10: RICHARDSON,DALLAS,Middle School,07-אוג,No,No,591,83.90%,37.40%,D,69,D,64,C,72,D,62,C,72,D,66,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,32,32,102,102,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916050,APOLLO J H,REGION 10: RICHARDSON,DALLAS,Middle School,07-אוג,No,No,639,62.60%,28.80%,B,81,C,77,B,82,C,75,B,82,C,77,,,Earned,Earned,Earned,Earned,Not Earned,Not Earned,,32,32,102,102,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916051,PARKHILL J H,REGION 10: RICHARDSON,DALLAS,Middle School,07-אוג,No,No,624,43.40%,36.40%,B,85,B,89,B,87,B,82,B,87,C,75,,,Earned,Earned,Earned,Earned,Not Earned,Earned,,32,32,112,112,2,2,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916101,ARAPAHO CLASSICAL MAGNET,REGION 10: RICHARDSON,DALLAS,Elementary,KG - 06,No,No,546,21.20%,7.30%,A,93,A,93,B,85,B,83,B,85,A,93,,,Not Earned,Earned,Earned,,Not Earned,Earned,,24,24,112,112,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916102,CANYON CREEK EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 06,No,No,281,10.70%,4.30%,B,87,A,93,B,82,B,82,C,79,C,74,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,,32,32,112,112,2,2,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916103,DOVER EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 06,No,No,517,94.20%,72%,D,67,F,59,D,66,D,63,D,66,D,69,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,32,32,102,102,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916104,GREENWOOD HILLS EL,REGION 10: RICHARDSON,DALLAS,Elementary,KG - 06,No,No,398,76.90%,66.30%,C,79,C,73,B,80,C,78,B,80,C,77,,,Earned,Earned,Earned,,Not Earned,Not Earned,,24,24,112,112,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916105,HAMILTON PARK PACESETTER MAGNET,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 06,No,No,675,70.20%,19.90%,D,67,C,73,C,77,D,69,C,77,F,43,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,32,32,102,102,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916106,O HENRY EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 06,No,No,471,89.60%,63.30%,B,80,C,75,B,84,D,65,B,84,C,71,,,Earned,Earned,Not Earned,,Not Earned,Earned,,32,32,102,102,2,2,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916107,LAKE HIGHLANDS EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 06,No,No,715,27.40%,20.70%,B,87,A,91,B,83,B,83,B,82,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,24,24,108,108,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916108,MOHAWK EL,REGION 10: RICHARDSON,DALLAS,Elementary,KG - 06,No,No,488,5.70%,3.50%,A,92,A,93,A,91,A,91,C,76,A,90,,,Not Earned,Earned,Not Earned,,Earned,Not Earned,,24,24,112,112,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916109,NORTHRICH EL,REGION 10: RICHARDSON,DALLAS,Elementary,EE - 06,No,No,371,63.90%,27%,B,84,C,75,B,87,B,87,C,78,C,78,Targeted Support,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,,24,24,112,112,2,2,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916110,NORTHWOOD HILLS EL,REGION 10: RICHARDSON,DALLAS,Elementary,KG - 06,No,No,383,65.80%,32.60%,C,77,C,75,C,79,C,76,C,79,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,24,24,102,102,12,12,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916111,RICHARDSON HEIGHTS EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 06,No,No,447,54.40%,38.90%,B,85,B,80,B,83,B,83,B,82,B,88,,,Earned,Not Earned,Earned,,Earned,Not Earned,,24,24,112,112,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916112,RICHARDSON TERRACE EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 06,No,No,501,69.50%,32.30%,B,85,B,82,B,86,C,79,B,86,B,84,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,,32,32,112,112,2,2,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916113,SPRING VALLEY EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 06,No,No,396,86.10%,74%,F,59,F,56,F,59,F,59,F,58,D,65,Targeted Support,TRUE,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,24,24,102,102,12,12,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916114,STULTS ROAD EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 06,No,No,569,83%,49.90%,C,77,D,64,C,79,C,79,D,69,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,32,32,102,102,16,16,COMBINED ENROLLMENT TYPE SCHOOL
57916,RICHARDSON ISD,57916115,MARK TWAIN EL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 06,No,No,473,81.20%,60.90%,D,69,D,64,D,69,D,69,D,69,D,68,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,32,32,112,112,2,2,COMBINED ENROLLMENT TYPE SCHOOL
